timestamp,nanoTime,type,x,y,z,w,label
1761813001535,8517118904704,ACC,-0.844940512272625,8.424013320776545,4.9077516932995335,0.0,4
1761813001535,8517118904704,GYRO,0.06513231841155152,0.011655869374602078,0.0003919268459827694,0.0,4
1761813001535,8517118904704,ROT_VEC,0.09480876979412453,0.2511409324781338,0.6870011210854882,0.5798909261844876,4
1761813001535,8517118904704,MAG,3.444086538585612,-32.72409538961428,-12.231216967766859,0.0,4
1761813001555,8517139094323,MAG,32.89389269324583,-43.86486288651784,-5.465388756094982,0.0,4
1761813001555,8517139094323,ROT_VEC,0.3778370166246194,0.5983987819253137,-0.09755831826684484,0.8324901416497548,4
1761813001555,8517139094323,GYRO,0.04221110757981571,0.09685228201594735,0.005110562687383155,0.0,4
1761813001555,8517139094323,ACC,-0.6071863774257846,7.44218567279054,5.9209253765897145,0.0,4
1761813001575,8517159283943,ROT_VEC,0.3813353794965959,0.4079111148870864,-1.0514892573103598,0.2596902320372196,4
1761813001575,8517159283943,ACC,-1.855076495025529,8.325802251241852,5.532598280583976,0.0,4
1761813001575,8517159283943,MAG,24.953842355049574,-16.33294424916666,-8.874595483059448,0.0,4
1761813001575,8517159283943,GYRO,0.004646337842610274,-0.0568111529075839,0.01911548168397826,0.0,4
1761813001595,8517179473563,ROT_VEC,0.28935714271333773,-0.20275685125678006,0.22132375020144818,0.49081643717673673,4
1761813001595,8517179473563,ACC,-0.6759874333584787,8.44996216093032,4.95084769089147,0.0,4
1761813001595,8517179473563,GYRO,-0.048687644202747016,0.0027408137251297565,0.014559303606941628,0.0,4
1761813001595,8517179473563,MAG,0.2170128805230096,-44.041243286285756,-8.842179677959074,0.0,4
1761813001615,8517199663183,ROT_VEC,0.360546590983619,0.43326025276134816,-0.17044916790452366,0.9410292084152847,4
1761813001615,8517199663183,GYRO,-0.09027661834527197,-0.021521640859299924,0.020162135588288145,0.0,4
1761813001615,8517199663183,ACC,-0.9834034453591862,8.329120599470645,5.521042811793488,0.0,4
1761813001615,8517199663183,MAG,8.538053243538537,-16.819308484933092,-10.959623484729441,0.0,4
1761813001635,8517219852803,MAG,5.458220507326442,-29.23963115688654,-12.013806730829717,0.0,4
1761813001635,8517219852803,ACC,-0.7593964095529946,8.811608552433267,4.970170435971718,0.0,4
1761813001635,8517219852803,ROT_VEC,0.35808463727572437,0.16749226005658824,-1.3363168555720781,0.6299240615180164,4
1761813001635,8517219852803,GYRO,0.004726112494303205,-0.17091041492683137,-0.0002738592859449773,0.0,4
1761813001656,8517240042423,GYRO,-0.011524385495529497,-0.05565059686723034,0.0011937115450354977,0.0,4
1761813001656,8517240042423,ACC,-0.698384662748857,8.392491832956908,6.580885264821081,0.0,4
1761813001656,8517240042423,ROT_VEC,0.163001245023543,-0.22450933286480443,-0.06102062788505756,0.3903813411082451,4
1761813001656,8517240042423,MAG,31.39805582597124,-37.35903735548459,-13.666889100667447,0.0,4
1761813001676,8517260232043,GYRO,-0.03879450078693074,0.08534286745943834,-0.004907708822752008,0.0,4
1761813001676,8517260232043,MAG,15.503440594669087,-39.48512239341598,-19.257420023480076,0.0,4
1761813001676,8517260232043,ACC,-0.1444662738587043,7.849889301138823,5.202767240488965,0.0,4
1761813001676,8517260232043,ROT_VEC,0.46675199571943327,0.1779380747710123,0.05623836542645759,0.3067424185468277,4
1761813001696,8517280421663,MAG,21.243788286141417,-37.51583942413038,-11.53329062655146,0.0,4
1761813001696,8517280421663,ROT_VEC,0.42477157345268496,0.17801282305476018,-0.435093749739521,-0.003923754486691491,4
1761813001696,8517280421663,ACC,-0.08221926602206564,6.994683676241706,4.34348159955603,0.0,4
1761813001696,8517280421663,GYRO,0.017180387518173006,0.12134754490211527,-0.021037364250302566,0.0,4
1761813001716,8517300611283,ROT_VEC,0.26714269539726804,0.26475280256118033,-1.0294431509645445,0.4733274933122005,4
1761813001716,8517300611283,GYRO,-0.03687667951135045,-0.03913800866754987,-0.02728347723025731,0.0,4
1761813001716,8517300611283,MAG,39.47730342941243,-41.011671154135826,-24.915983756578612,0.0,4
1761813001716,8517300611283,ACC,-0.9786361699701358,8.342857222809581,4.315437775057456,0.0,4
1761813001736,8517320800903,ACC,-0.8663163096658721,8.32123376119088,4.2274392724197885,0.0,4
1761813001736,8517320800903,MAG,17.31322972729788,-59.217292767283205,-16.447351132532166,0.0,4
1761813001736,8517320800903,ROT_VEC,0.12359071541314079,0.42615886585524976,0.26931225969703243,-0.1367384256899282,4
1761813001736,8517320800903,GYRO,0.025750717831992776,-0.01663867960476843,0.019374248929432045,0.0,4
1761813001757,8517340990523,ROT_VEC,0.5642823256521868,0.0766913172513645,0.03643342784525565,0.6884675050312444,4
1761813001757,8517340990523,MAG,-10.791373280023723,-46.054529412589375,-1.8295630640077147,0.0,4
1761813001757,8517340990523,ACC,-2.2604585715088383,8.588924520696246,4.725708179415264,0.0,4
1761813001757,8517340990523,GYRO,0.03664904826356036,-0.07676947971578474,0.033268437041473656,0.0,4
1761813001777,8517361180143,MAG,-6.180107006133548,-16.457226262453176,-9.744144442297493,0.0,4
1761813001777,8517361180143,GYRO,-0.0048120766777849,-0.20320662432376807,-0.005836163140717072,0.0,4
1761813001777,8517361180143,ACC,-0.970874957761246,7.265005190337327,4.341953802041084,0.0,4
1761813001777,8517361180143,ROT_VEC,0.37927799094553283,-0.15357082174994072,-0.3672728351367891,0.302303516392463,4
1761813001797,8517381369763,GYRO,0.06337873776496514,-0.15979578946705225,0.018706512790542373,0.0,4
1761813001797,8517381369763,MAG,36.51541057692667,-34.30222425582893,-11.232517126980865,0.0,4
1761813001797,8517381369763,ROT_VEC,0.22768096468477378,-0.10447114174582404,0.23128861934591538,0.3119679156788736,4
1761813001797,8517381369763,ACC,-1.6021442805582928,7.766039905646744,4.973689545789814,0.0,4
1761813001817,8517401559383,ROT_VEC,0.2497251401415312,-0.3151171437218459,-0.12742051482317146,0.6265383847014768,4
1761813001817,8517401559383,ACC,-0.8543330683436543,7.1794156241658165,3.444131591525297,0.0,4
1761813001817,8517401559383,MAG,18.634397215377387,-32.77939541785126,-16.745054325204535,0.0,4
1761813001817,8517401559383,GYRO,0.03514553192831374,0.029152442048789563,-0.010300480793944576,0.0,4
1761813001837,8517421749003,ROT_VEC,0.2844591272360033,-0.5243467524369776,-0.3551955602346129,0.5166807762013345,4
1761813001837,8517421749003,ACC,-1.0752608327780562,7.73677198067267,5.208135356092546,0.0,4
